,년,월,시간,주야,요일,시도,시군구,사고유형_대분류,면허경과년수,가해자법규위반,성별,연령,사망여부,가해자음주농도,보호장구,안전모_착용여부,도로종류,도로형태_대분류,도로형태,도로선형_대분류,도로선형_중분류,도로선형,교차로형태_대분류,교차로형태,노면상태_대분류,노면상태,기상상태,어린이보호구역여부,시도군구,exists,long,lat
60344,2015,7,23,야,월,경상북도,안동시,차대차,미상,신호위반,남,17,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경상북도안동시,1,128.731622222222,36.5654638888888
60378,2015,7,17,주,화,충청남도,서산시,차량단독,미상,안전운전 의무 불이행,여,78,1,0,안전모,,이면도로,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,충청남도서산시,1,126.452163888888,36.7820972222222
60406,2015,7,10,주,수,경상북도,김천시,차대차,10~14,안전운전 의무 불이행,남,77,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,젖음/습기,비,N,경상북도김천시,1,128.1158,36.1368972222222
60492,2015,7,3,야,금,서울시,용산구,차대차,5~9,,남,30,1,0.05%~0.09%,,,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시용산구,1,126.967522222222,37.5360944444444
60521,2015,7,14,주,금,경기도,평택시,차대차,미상,신호위반,남,73,1,0,안전모,착용,시도,교차로,교차로내,커브ㆍ곡각 ,좌,오르막,교차로,교차로 - 삼지,포장,건조,맑음,N,경기도평택시,1,127.114655555555,36.9894388888888
60584,2015,7,3,야,토,서울시,양천구,차량단독,5~9,안전운전 의무 불이행,남,28,1,0,안전모,,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시양천구,1,126.868708333333,37.5142305555555
60592,2015,7,10,주,토,전라북도,김제시,차대차,미상,신호위반,남,76,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라북도김제시,1,126.882752777777,35.8005749999999
60692,2015,7,8,주,월,서울시,서초구,차대차,15~,,남,47,1,0,안전모,미착용,이면도로,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,젖음/습기,비,N,서울시서초구,1,127.034811111111,37.4807861111111
60694,2015,7,10,주,월,강원도,원주시,차량단독,15~,안전운전 의무 불이행,남,78,1,0,안전모,미착용,시도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 회전,포장,건조,맑음,N,강원도원주시,1,127.922055555555,37.3390833333333
60735,2015,7,23,야,월,충청북도,음성군,차대차,미상,안전운전 의무 불이행,여,47,1,0,안전모,,군도,교차로,교차로부근,직선,직선,내리막,교차로,교차로 - 삼지,포장,젖음/습기,맑음,N,충청북도음성군,1,127.692622222222,36.9374055555555
60746,2015,7,11,주,화,충청남도,아산시,차량단독,1~4,안전운전 의무 불이행,남,16,1,0.05%~0.09%,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도아산시,1,127.004641666666,36.7871055555555
60846,2015,7,19,야,수,경상남도,고성군,차대차,1~4,교차로 통행방법 위반,남,81,1,0,안전모,착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경상남도고성군,1,128.324541666666,34.9699
60869,2015,7,7,주,목,경기도,파주시,차대차,15~,신호위반,남,48,1,0,안전모,착용,시도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경기도파주시,1,126.781952777777,37.7570833333333
60936,2015,7,9,주,금,서울시,강동구,차대차,5~9,중앙선 침범,남,42,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시강동구,1,127.125863888888,37.5273666666666
61048,2015,7,23,야,토,경기도,의정부시,차대차,미상,신호위반,남,24,1,0,안전모,미착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 오지이상,포장,건조,맑음,N,경기도의정부시,1,127.035841666666,37.7352888888888
61172,2015,7,2,야,화,대구시,수성구,차대차,미상,중앙선 침범,남,14,1,0,안전모,,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,대구시수성구,1,128.632866666666,35.8552083333333
61205,2015,7,20,야,화,대구시,달성군,차량단독,15~,안전운전 의무 불이행,남,59,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,대구시달성군,1,128.431399499941,35.7747502893017
61278,2015,7,22,야,수,충청남도,부여군,차대차,미상,중앙선 침범,남,60,1,0,안전모,,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도부여군,1,126.911863888888,36.2728222222222
61407,2015,7,1,야,토,대구시,북구,차대차,1~4,안전운전 의무 불이행,남,16,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,대구시북구,1,128.582892353917,35.8858645969598
61464,2015,7,23,야,토,서울시,마포구,차대차,5~9,안전운전 의무 불이행,남,26,1,0.35%이상,안전모,미착용,이면도로,교차로,교차로내,,,,교차로,교차로 - 사지,포장,건조,흐림,N,서울시마포구,1,126.910530555555,37.5607055555555
61470,2015,7,1,야,일,전라남도,고흥군,차대차,미상,안전운전 의무 불이행,남,32,1,0,,,군도,단일로,교량위,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도고흥군,1,127.287055555555,34.6080694444444
61491,2015,7,14,주,일,전라북도,임실군,차량단독,15~,안전운전 의무 불이행,남,62,1,0,안전모,미착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,전라북도임실군,1,127.284752777777,35.6080638888888
61495,2015,7,15,주,일,전라남도,광양시,차량단독,1~4,안전운전 의무 불이행,남,19,1,0,안전모,미착용,일반국도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,전라남도광양시,1,127.698177777777,34.9375361111111
61519,2015,7,5,야,월,충청북도,청주시,차량단독,미상,안전운전 의무 불이행,남,57,1,0,안전모,착용,시도,교차로,교차로부근,직선,직선,내리막,교차로,교차로 - 삼지,포장,건조,맑음,N,충청북도청주시,1,127.511730555555,36.5839972222222
61523,2015,7,8,주,월,서울시,성북구,차대차,1~4,안전운전 의무 불이행,남,21,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,흐림,N,서울시성북구,1,127.020333333333,37.5863833333333
61592,2015,7,9,주,화,전라남도,영광군,차대차,15~,교차로 통행방법 위반,남,79,1,0,안전모,,일반국도,교차로,교차로내,직선,직선,오르막,교차로,교차로 - 사지,포장,건조,흐림,N,전라남도영광군,1,126.514086111111,35.2741666666666
61627,2015,7,17,주,화,경상북도,경산시,차대차,15~,안전운전 의무 불이행,남,63,1,0,,,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상북도경산시,1,128.743463888888,35.8220888888888
61660,2015,7,9,주,수,경상북도,성주군,차대차,15~,중앙선 침범,남,78,1,0,안전모,착용,일반국도,,,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상북도성주군,1,128.285152777777,35.9162111111111
61670,2015,7,12,주,수,대구시,달성군,차량단독,5~9,안전운전 의무 불이행,남,77,1,0,안전모,,특별광역시도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,대구시달성군,1,128.431399499941,35.7747502893017
61713,2015,7,22,야,수,경상북도,칠곡군,차대차,5~9,안전운전 의무 불이행,남,31,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상북도칠곡군,1,128.403797222222,35.9925472222222
61787,2015,7,10,주,금,강원도,철원군,차대차,15~,교차로 통행방법 위반,남,85,1,0,안전모,착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,강원도철원군,1,127.315733333333,38.1440555555555
61814,2015,7,17,주,금,부산시,부산진구,차대차,15~,중앙선 침범,남,50,1,0,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,부산시부산진구,1,129.055319444444,35.1599527777777
61864,2015,8,5,야,토,전라남도,순천시,차량단독,미상,안전운전 의무 불이행,남,53,1,0,안전모,미착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,전라남도순천시,1,127.489330555555,34.9476055555555
61890,2015,8,15,주,토,서울시,중랑구,차량단독,1~4,안전운전 의무 불이행,남,27,1,0,안전모,착용,특별광역시도,단일로,터널안,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시중랑구,1,127.094777777777,37.6038055555555
61925,2015,8,22,야,토,제주시,제주시,차량단독,미상,안전운전 의무 불이행,남,18,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,제주시제주시,1,126.533208333333,33.4963111111111
61941,2015,8,7,주,일,울산시,울주군,차량단독,미상,안전운전 의무 불이행,남,65,1,0,안전모,착용,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,울산시울주군,1,129.242474811581,35.5223064790022
61986,2015,8,12,주,월,전라남도,나주시,차대차,5~9,중앙선 침범,남,68,1,0,,,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도나주시,1,126.712866666666,35.0128388888888
62010,2015,8,19,야,월,충청남도,당진시,차대차,5~9,중앙선 침범,남,69,1,0.20%~0.24%,안전모,착용,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도당진시,1,126.630252777777,36.89075
62021,2015,8,1,야,화,부산시,금정구,차량단독,5~9,안전운전 의무 불이행,남,27,1,0.05%~0.09%,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,부산시금정구,1,129.094319444444,35.2400777777777
62028,2015,8,5,야,화,강원도,속초시,차량단독,5~9,안전운전 의무 불이행,남,27,1,0.20%~0.24%,안전모,미착용,시도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,강원도속초시,1,128.594166666666,38.204275
62113,2015,8,15,주,수,광주시,서구,차대차,5~9,신호위반,남,23,1,0,안전모,착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,광주시서구,1,126.88950628089,35.1525164004977
62119,2015,8,17,주,수,경상북도,경주시,차량단독,15~,안전운전 의무 불이행,남,62,1,0.15%~0.19%,안전모,미착용,시도,단일로,기타단일로,커브ㆍ곡각 ,우,내리막,교차로아님,교차로아님,포장,건조,맑음,N,경상북도경주시,1,129.227022222222,35.8531694444444
62154,2015,8,6,주,목,충청북도,음성군,차대차,15~,신호위반,남,76,1,0,안전모,미착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,충청북도음성군,1,127.692622222222,36.9374055555555
62155,2015,8,7,주,목,경상북도,경주시,차량단독,15~,안전운전 의무 불이행,남,85,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상북도경주시,1,129.227022222222,35.8531694444444
62158,2015,8,9,주,목,경기도,안성시,차대차,15~,안전운전 의무 불이행,남,71,1,0,,,이면도로,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경기도안성시,1,127.281844444444,37.005175
62189,2015,8,18,야,목,서울시,성동구,차량단독,미상,안전운전 의무 불이행,남,21,1,0,안전모,착용,특별광역시도,단일로,지하차도(도로)내,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,서울시성동구,1,127.039,37.5606111111111
62216,2015,8,22,야,목,경기도,가평군,차량단독,1~4,신호위반,남,35,1,0,안전모,착용,일반국도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경기도가평군,1,127.511777777777,37.8288305555555
62358,2015,8,3,야,일,경기도,남양주시,차량단독,5~9,안전운전 의무 불이행,남,27,1,0,안전모,,지방도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경기도남양주시,1,127.218633333333,37.6331777777777
62367,2015,8,12,주,일,강원도,춘천시,차량단독,1~4,안전운전 의무 불이행,남,28,1,0,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,우,내리막,교차로아님,교차로아님,포장,건조,맑음,N,강원도춘천시,1,127.732311111111,37.8785416666666
62372,2015,8,15,주,일,경상북도,영주시,차대차,1~4,안전운전 의무 불이행,남,36,1,0,안전모,착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상북도영주시,1,128.626344444444,36.8029361111111
62422,2015,8,8,주,월,경상남도,함양군,차량단독,미상,안전운전 의무 불이행,여,62,1,0,안전모,미착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상남도함양군,1,127.727419444444,35.5174694444444
62426,2015,8,10,주,월,서울시,성동구,차량단독,5~9,안전운전 의무 불이행,남,26,1,0.05%~0.09%,안전모,착용,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,서울시성동구,1,127.039,37.5606111111111
62506,2015,8,13,주,화,경상북도,의성군,차대차,미상,안전운전 의무 불이행,남,62,1,0,안전모,미착용,군도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상북도의성군,1,128.699363888888,36.3497583333333
62609,2015,8,22,야,수,울산시,남구,차대차,미상,신호위반,남,48,1,0.05%~0.09%,안전모,착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,젖음/습기,비,N,울산시남구,1,129.330175357608,35.5440426532722
62620,2015,8,7,주,목,경기도,시흥시,차대차,1~4,신호위반,남,42,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경기도시흥시,1,126.805077777777,37.3773194444444
